user_id,event_date,period,user_segment,device,traffic_source,visit,product_view,cart,payment,purchase,error_type,purchase_amount
100053,2026-08-01,before,new,PC,Google,1,1,1,1,1,none,4404
100054,2026-08-01,before,light,Android,X,1,1,1,0,0,none,0
100055,2026-08-01,before,new,PC,X,1,1,1,1,1,none,5397
100056,2026-08-01,before,new,PC,Google,1,1,0,0,0,none,0
100057,2026-08-01,before,heavy,iOS,X,1,1,0,0,0,none,0
100058,2026-08-01,before,new,iOS,Direct,1,1,1,0,0,none,0
100059,2026-08-01,before,new,PC,Direct,1,0,0,0,0,none,0
100060,2026-08-01,before,new,PC,Instagram,1,1,0,0,0,none,0
100061,2026-08-01,before,heavy,iOS,Google,1,1,0,0,0,none,0
100062,2026-08-01,before,new,PC,Google,1,1,1,1,1,none,3092
100063,2026-08-01,before,light,PC,Instagram,1,1,1,1,1,none,5514
100064,2026-08-01,before,new,iOS,Google,1,1,1,0,0,none,0
100065,2026-08-01,before,heavy,Android,X,1,1,1,1,1,none,11089
100066,2026-08-01,before,heavy,PC,X,1,0,0,0,0,none,0
100067,2026-08-01,before,light,iOS,Google,1,1,0,0,0,none,0
100068,2026-08-01,before,new,Android,Instagram,1,1,1,0,0,none,0
100069,2026-08-01,before,light,Android,Google,1,1,1,1,1,none,7655
100070,2026-08-01,before,light,Android,X,1,1,1,1,1,none,6264
100071,2026-08-01,before,light,Android,Google,1,1,0,0,0,none,0
100072,2026-08-01,before,new,iOS,Instagram,1,0,0,0,0,none,0
100073,2026-08-01,before,new,iOS,Google,1,1,1,1,1,none,5382
100074,2026-08-01,before,new,Android,Google,1,1,0,0,0,none,0
100075,2026-08-01,before,new,iOS,Direct,1,0,0,0,0,none,0
100076,2026-08-01,before,new,Android,Instagram,1,0,0,0,0,none,0
100077,2026-08-01,before,new,PC,Google,1,1,0,0,0,none,0
100078,2026-08-01,before,heavy,iOS,Google,1,1,0,0,0,none,0
100079,2026-08-01,before,new,iOS,X,1,1,1,1,1,none,1808
100080,2026-08-01,before,light,iOS,Direct,1,1,1,1,1,none,2993
100081,2026-08-01,before,new,PC,Google,1,1,1,0,0,none,0
100082,2026-08-01,before,heavy,Android,Google,1,1,1,1,1,none,11804
100083,2026-08-01,before,new,PC,X,1,1,1,1,0,none,0
100084,2026-08-01,before,new,iOS,Direct,1,1,1,1,1,none,2975
100085,2026-08-01,before,new,PC,X,1,0,0,0,0,none,0
100086,2026-08-01,before,light,Android,Direct,1,1,0,0,0,none,0
100087,2026-08-01,before,light,Android,Google,1,1,0,0,0,none,0
100088,2026-08-01,before,light,Android,Google,1,1,1,0,0,none,0
100089,2026-08-01,before,heavy,Android,Direct,1,0,0,0,0,none,0
100090,2026-08-01,before,light,iOS,Google,1,1,1,0,0,none,0
100091,2026-08-01,before,light,Android,X,1,1,0,0,0,none,0
100092,2026-08-01,before,new,iOS,Instagram,1,1,0,0,0,none,0
100093,2026-08-01,before,heavy,PC,Google,1,1,1,1,0,none,0
100094,2026-08-01,before,new,Android,Direct,1,1,1,1,0,none,0
100095,2026-08-01,before,new,Android,Google,1,1,0,0,0,none,0
100096,2026-08-01,before,new,Android,Instagram,1,1,1,0,0,none,0
100097,2026-08-01,before,light,PC,Direct,1,1,1,1,1,none,8723
100098,2026-08-01,before,new,PC,Instagram,1,0,0,0,0,none,0
100099,2026-08-01,before,light,Android,Google,1,1,1,1,0,none,0
100100,2026-08-01,before,light,PC,Instagram,1,1,0,0,0,none,0
100101,2026-08-01,before,light,Android,Direct,1,1,0,0,0,none,0
100102,2026-08-01,before,new,PC,Google,1,1,0,0,0,none,0
100103,2026-08-01,before,light,iOS,Google,1,0,0,0,0,none,0
100104,2026-08-01,before,light,iOS,Direct,1,1,0,0,0,none,0
100105,2026-08-01,before,light,Android,Google,1,0,0,0,0,none,0
100106,2026-08-01,before,light,Android,X,1,1,1,1,1,none,4803
100107,2026-08-01,before,heavy,iOS,Direct,1,0,0,0,0,none,0
100108,2026-08-01,before,new,Android,Direct,1,0,0,0,0,none,0
100109,2026-08-01,before,new,Android,Instagram,1,1,1,0,0,none,0
100110,2026-08-01,before,heavy,Android,Google,1,1,1,1,1,none,5818
100111,2026-08-01,before,new,Android,Direct,1,0,0,0,0,none,0
100112,2026-08-01,before,light,iOS,Google,1,1,0,0,0,none,0
100113,2026-08-01,before,heavy,iOS,Direct,1,0,0,0,0,none,0
100114,2026-08-01,before,heavy,Android,X,1,1,0,0,0,none,0
100115,2026-08-01,before,heavy,Android,Direct,1,1,1,1,1,none,7686
100116,2026-08-01,before,light,Android,Google,1,0,0,0,0,none,0
100117,2026-08-01,before,light,PC,Google,1,1,1,0,0,none,0
100118,2026-08-01,before,light,PC,Instagram,1,1,0,0,0,none,0
100119,2026-08-01,before,light,Android,Instagram,1,1,1,1,1,none,10377
100120,2026-08-01,before,new,iOS,X,1,1,0,0,0,none,0
100121,2026-08-02,before,new,Android,Google,1,0,0,0,0,none,0
100122,2026-08-02,before,light,PC,Google,1,1,1,1,1,none,4718
100123,2026-08-02,before,new,Android,Instagram,1,0,0,0,0,none,0
100124,2026-08-02,before,light,PC,Direct,1,1,0,0,0,none,0
100125,2026-08-02,before,light,iOS,Google,1,1,1,1,1,none,4937
100126,2026-08-02,before,heavy,PC,Google,1,1,1,1,1,none,8449
100127,2026-08-02,before,new,Android,Direct,1,1,0,0,0,none,0
100128,2026-08-02,before,heavy,iOS,X,1,0,0,0,0,none,0
100129,2026-08-02,before,new,Android,Instagram,1,0,0,0,0,none,0
100130,2026-08-02,before,light,iOS,Google,1,1,1,1,1,none,6603
100131,2026-08-02,before,light,iOS,X,1,1,1,1,1,none,800
100132,2026-08-02,before,heavy,Android,Instagram,1,1,1,1,1,none,10871
100133,2026-08-02,before,new,Android,Google,1,1,0,0,0,none,0
100134,2026-08-02,before,new,iOS,Google,1,0,0,0,0,none,0
100135,2026-08-02,before,light,iOS,Direct,1,0,0,0,0,none,0
100136,2026-08-02,before,light,Android,X,1,1,1,1,1,none,6398
100137,2026-08-02,before,light,PC,Direct,1,1,1,1,1,none,4495
100138,2026-08-02,before,light,Android,Direct,1,1,0,0,0,none,0
100139,2026-08-02,before,light,iOS,Google,1,0,0,0,0,none,0
100140,2026-08-02,before,new,iOS,Direct,1,1,1,0,0,none,0
100141,2026-08-02,before,light,PC,Google,1,1,0,0,0,none,0
100142,2026-08-02,before,heavy,PC,X,1,0,0,0,0,none,0
100143,2026-08-02,before,light,Android,X,1,1,0,0,0,none,0
100144,2026-08-02,before,new,Android,Google,1,0,0,0,0,none,0
100145,2026-08-02,before,light,Android,X,1,1,1,1,1,none,6067
100146,2026-08-02,before,new,Android,Google,1,1,0,0,0,none,0
100147,2026-08-02,before,light,iOS,Instagram,1,0,0,0,0,none,0
100148,2026-08-02,before,heavy,iOS,Direct,1,1,0,0,0,none,0
100149,2026-08-02,before,light,iOS,Direct,1,1,0,0,0,none,0
100150,2026-08-02,before,light,iOS,X,1,0,0,0,0,none,0
100151,2026-08-02,before,light,PC,Direct,1,0,0,0,0,none,0
100152,2026-08-02,before,new,Android,Direct,1,1,1,1,1,none,5134
100153,2026-08-02,before,light,Android,Google,1,1,1,0,0,none,0
100154,2026-08-02,before,light,PC,X,1,1,1,1,1,none,10478
100155,2026-08-02,before,light,iOS,Google,1,1,1,1,1,none,5223
100156,2026-08-02,before,heavy,iOS,Instagram,1,1,1,1,1,none,10170
100157,2026-08-02,before,light,iOS,Google,1,1,0,0,0,none,0
100158,2026-08-02,before,heavy,Android,Google,1,1,0,0,0,none,0
100159,2026-08-02,before,new,PC,Direct,1,1,0,0,0,none,0
100160,2026-08-02,before,heavy,iOS,Google,1,1,1,1,1,none,10607
100161,2026-08-02,before,light,iOS,X,1,1,0,0,0,none,0
100162,2026-08-02,before,light,Android,Instagram,1,1,1,1,1,none,5254
100163,2026-08-02,before,light,Android,Google,1,1,0,0,0,none,0
100164,2026-08-02,before,light,Android,Google,1,1,1,1,1,none,7215
100165,2026-08-02,before,heavy,iOS,Google,1,0,0,0,0,none,0
100166,2026-08-02,before,heavy,Android,Instagram,1,0,0,0,0,none,0
100167,2026-08-02,before,new,iOS,Google,1,1,0,0,0,none,0
100168,2026-08-02,before,heavy,iOS,Instagram,1,1,0,0,0,none,0
100169,2026-08-02,before,light,Android,Direct,1,1,0,0,0,none,0
100170,2026-08-02,before,new,iOS,Instagram,1,1,1,1,1,none,4817
100171,2026-08-02,before,new,Android,X,1,0,0,0,0,none,0
100172,2026-08-02,before,heavy,iOS,X,1,1,0,0,0,none,0
100173,2026-08-02,before,new,Android,Google,1,1,1,1,1,none,3894
100174,2026-08-02,before,light,Android,Direct,1,1,0,0,0,none,0
100175,2026-08-02,before,light,iOS,Instagram,1,1,0,0,0,none,0
100176,2026-08-02,before,light,Android,Google,1,1,0,0,0,none,0
100177,2026-08-02,before,new,Android,Google,1,0,0,0,0,timeout_error,0
100178,2026-08-02,before,light,iOS,Direct,1,1,1,1,0,none,0
100179,2026-08-02,before,new,iOS,X,1,1,1,1,1,none,3411
100180,2026-08-02,before,new,Android,Google,1,1,1,1,1,none,3421
100181,2026-08-02,before,light,Android,Direct,1,1,0,0,0,none,0
100182,2026-08-02,before,heavy,PC,X,1,1,0,0,0,none,0
100183,2026-08-02,before,light,Android,Google,1,1,1,1,1,none,6870
100184,2026-08-02,before,new,Android,X,1,1,1,1,1,none,5747
100185,2026-08-02,before,heavy,PC,X,1,1,1,0,0,none,0
100186,2026-08-02,before,new,Android,Instagram,1,1,0,0,0,none,0
100187,2026-08-02,before,heavy,iOS,X,1,1,0,0,0,none,0
100188,2026-08-02,before,heavy,Android,X,1,1,1,0,0,none,0
100189,2026-08-02,before,new,Android,Google,1,0,0,0,0,none,0
100190,2026-08-02,before,light,iOS,Google,1,0,0,0,0,none,0
100191,2026-08-02,before,new,Android,Google,1,0,0,0,0,none,0
100192,2026-08-02,before,light,PC,Instagram,1,1,1,1,1,none,9394
100193,2026-08-02,before,light,iOS,X,1,1,1,0,0,none,0
100194,2026-08-02,before,heavy,Android,Direct,1,1,0,0,0,none,0
100195,2026-08-02,before,heavy,PC,Instagram,1,0,0,0,0,none,0
100196,2026-08-02,before,light,Android,Direct,1,1,1,1,1,none,4874
100197,2026-08-02,before,heavy,Android,Direct,1,0,0,0,0,none,0
100198,2026-08-02,before,new,iOS,Google,1,1,1,0,0,none,0
100199,2026-08-02,before,heavy,Android,Direct,1,1,1,1,1,none,8347
100200,2026-08-02,before,new,iOS,Google,1,1,1,1,1,none,4514
100201,2026-08-02,before,light,iOS,Direct,1,1,1,1,1,none,6360
100202,2026-08-02,before,new,iOS,X,1,1,1,1,1,none,3746
100203,2026-08-02,before,light,Android,Direct,1,1,1,1,1,none,6749
100204,2026-08-02,before,new,iOS,Instagram,1,1,0,0,0,none,0
100205,2026-08-02,before,new,Android,X,1,1,1,0,0,none,0
100206,2026-08-02,before,light,PC,X,1,1,1,1,1,none,5407
100207,2026-08-02,before,new,Android,Google,1,1,1,1,1,none,5433
100208,2026-08-02,before,new,iOS,X,1,1,1,0,0,none,0
100209,2026-08-02,before,heavy,Android,Instagram,1,1,0,0,0,payment_api_error,0
100210,2026-08-02,before,new,iOS,Google,1,1,0,0,0,none,0
100211,2026-08-02,before,new,iOS,Google,1,1,0,0,0,none,0
100212,2026-08-02,before,new,Android,Direct,1,1,0,0,0,none,0
100213,2026-08-02,before,light,iOS,Google,1,1,0,0,0,none,0
100214,2026-08-02,before,light,Android,Direct,1,1,1,1,0,none,0
100215,2026-08-02,before,light,Android,Google,1,0,0,0,0,none,0
100216,2026-08-02,before,light,Android,Google,1,1,1,0,0,none,0
100217,2026-08-02,before,new,PC,Direct,1,1,0,0,0,none,0
100218,2026-08-02,before,light,PC,Direct,1,1,1,1,1,none,1854
100219,2026-08-02,before,new,PC,X,1,0,0,0,0,none,0
100220,2026-08-02,before,light,PC,Google,1,1,0,0,0,none,0
100221,2026-08-02,before,new,Android,Instagram,1,1,1,0,0,none,0
100222,2026-08-02,before,light,iOS,Google,1,0,0,0,0,none,0
100223,2026-08-02,before,light,iOS,Google,1,1,0,0,0,none,0
100224,2026-08-02,before,new,iOS,Direct,1,1,0,0,0,none,0
100225,2026-08-02,before,new,iOS,X,1,1,0,0,0,none,0
100226,2026-08-02,before,light,Android,Google,1,1,1,0,0,none,0
100227,2026-08-02,before,light,Android,Instagram,1,0,0,0,0,none,0
100228,2026-08-02,before,new,Android,Direct,1,1,1,0,0,none,0
100229,2026-08-02,before,light,PC,Instagram,1,1,1,1,1,none,3764
100230,2026-08-02,before,light,iOS,Google,1,1,1,0,0,none,0
100231,2026-08-02,before,new,Android,Google,1,1,1,1,1,none,3686
100232,2026-08-02,before,heavy,PC,X,1,1,1,1,1,none,20097
100233,2026-08-02,before,light,Android,X,1,1,1,1,1,none,2297
100234,2026-08-02,before,heavy,Android,X,1,1,1,1,1,none,6816
100235,2026-08-02,before,new,PC,Direct,1,1,1,0,0,none,0
100236,2026-08-02,before,light,Android,Direct,1,1,0,0,0,none,0
100237,2026-08-02,before,new,Android,Instagram,1,1,0,0,0,none,0
100238,2026-08-02,before,new,Android,Google,1,1,1,1,1,none,4899
100239,2026-08-02,before,new,Android,Direct,1,0,0,0,0,none,0
100240,2026-08-02,before,heavy,Android,Google,1,1,0,0,0,none,0
100241,2026-08-03,before,light,Android,Instagram,1,1,1,1,1,none,9424
100242,2026-08-03,before,light,Android,Google,1,0,0,0,0,none,0
100243,2026-08-03,before,light,Android,X,1,1,1,0,0,none,0
100244,2026-08-03,before,light,Android,Instagram,1,1,1,1,1,none,6276
100245,2026-08-03,before,new,Android,X,1,0,0,0,0,none,0
100246,2026-08-03,before,new,iOS,Direct,1,1,1,1,1,none,2242
100247,2026-08-03,before,light,Android,Instagram,1,1,0,0,0,none,0
100248,2026-08-03,before,new,Android,Instagram,1,0,0,0,0,none,0
100249,2026-08-03,before,light,Android,Google,1,1,1,0,0,none,0
100250,2026-08-03,before,new,Android,Google,1,1,1,1,1,none,4415
100251,2026-08-03,before,light,Android,Direct,1,1,1,0,0,none,0
100252,2026-08-03,before,light,Android,Google,1,1,0,0,0,none,0
100253,2026-08-03,before,new,Android,X,1,0,0,0,0,none,0
100254,2026-08-03,before,new,Android,Google,1,1,1,0,0,none,0
100255,2026-08-03,before,light,Android,X,1,1,0,0,0,none,0
100256,2026-08-03,before,new,iOS,X,1,1,1,0,0,none,0
100257,2026-08-03,before,new,PC,Direct,1,1,1,1,1,none,5743
100258,2026-08-03,before,light,iOS,Instagram,1,0,0,0,0,none,0
100259,2026-08-03,before,new,PC,Direct,1,1,1,1,1,none,5798
100260,2026-08-03,before,light,Android,Google,1,0,0,0,0,none,0
100261,2026-08-03,before,light,Android,X,1,0,0,0,0,none,0
100262,2026-08-03,before,light,iOS,Google,1,1,1,1,1,none,5770
100263,2026-08-03,before,heavy,iOS,Google,1,1,0,0,0,none,0
100264,2026-08-03,before,heavy,Android,Instagram,1,1,1,1,1,none,5959
100265,2026-08-03,before,new,Android,Instagram,1,1,0,0,0,none,0
100266,2026-08-03,before,new,Android,Google,1,1,1,1,1,none,4569
100267,2026-08-03,before,light,iOS,X,1,1,1,0,0,none,0
100268,2026-08-03,before,heavy,Android,Google,1,1,1,1,1,none,12139
100269,2026-08-03,before,heavy,Android,Instagram,1,0,0,0,0,none,0
100270,2026-08-03,before,light,PC,Direct,1,0,0,0,0,none,0
100271,2026-08-03,before,heavy,iOS,Direct,1,0,0,0,0,none,0
100272,2026-08-03,before,new,Android,Google,1,0,0,0,0,none,0
100273,2026-08-03,before,light,iOS,Direct,1,1,0,0,0,none,0
100274,2026-08-03,before,light,Android,Google,1,1,0,0,0,none,0
100275,2026-08-03,before,light,iOS,Instagram,1,1,1,0,0,none,0
100276,2026-08-03,before,heavy,iOS,Google,1,1,0,0,0,none,0
100277,2026-08-03,before,new,PC,Google,1,1,1,0,0,none,0
100278,2026-08-03,before,light,Android,Google,1,1,0,0,0,none,0
100279,2026-08-03,before,new,PC,X,1,1,1,0,0,none,0
100280,2026-08-03,before,light,iOS,Google,1,1,1,1,1,none,8036
100281,2026-08-03,before,light,PC,X,1,1,0,0,0,none,0
100282,2026-08-03,before,heavy,iOS,Google,1,0,0,0,0,none,0
100283,2026-08-03,before,light,Android,X,1,0,0,0,0,none,0
100284,2026-08-03,before,light,Android,Instagram,1,1,0,0,0,none,0
100285,2026-08-03,before,light,Android,Instagram,1,1,1,1,1,none,4792
100286,2026-08-03,before,new,Android,Google,1,1,0,0,0,none,0
100287,2026-08-03,before,new,iOS,Direct,1,1,1,1,1,none,4740
100288,2026-08-03,before,new,Android,Google,1,0,0,0,0,none,0
100289,2026-08-03,before,new,iOS,Instagram,1,1,0,0,0,none,0
100290,2026-08-03,before,new,Android,Google,1,1,0,0,0,none,0
100291,2026-08-03,before,light,PC,Instagram,1,0,0,0,0,none,0
100292,2026-08-03,before,new,iOS,X,1,1,1,1,0,none,0
100293,2026-08-03,before,new,iOS,Google,1,0,0,0,0,none,0
100294,2026-08-03,before,light,Android,Google,1,1,0,0,0,none,0
100295,2026-08-03,before,light,Android,Instagram,1,1,1,1,1,none,7494
100296,2026-08-03,before,new,Android,X,1,1,0,0,0,none,0
100297,2026-08-03,before,heavy,PC,Google,1,1,0,0,0,payment_api_error,0
100298,2026-08-03,before,new,PC,Instagram,1,0,0,0,0,none,0
100299,2026-08-03,before,heavy,Android,Instagram,1,1,1,1,1,none,11531
100300,2026-08-03,before,new,PC,X,1,0,0,0,0,none,0
100301,2026-08-03,before,new,iOS,Google,1,1,0,0,0,none,0
100302,2026-08-03,before,light,iOS,Direct,1,1,0,0,0,none,0
100303,2026-08-03,before,light,iOS,Instagram,1,1,1,1,1,none,6230
100304,2026-08-03,before,light,iOS,Direct,1,0,0,0,0,none,0
100305,2026-08-03,before,new,iOS,X,1,1,0,0,0,none,0
100306,2026-08-03,before,new,iOS,Google,1,0,0,0,0,none,0
100307,2026-08-03,before,new,iOS,Google,1,1,0,0,0,none,0
100308,2026-08-03,before,light,Android,Instagram,1,1,1,1,1,none,6999
100309,2026-08-03,before,heavy,Android,Direct,1,1,1,1,0,none,0
100310,2026-08-03,before,light,Android,Instagram,1,1,1,1,1,none,9014
100311,2026-08-03,before,light,iOS,Instagram,1,1,0,0,0,none,0
100312,2026-08-03,before,light,iOS,Google,1,1,0,0,0,none,0
100313,2026-08-03,before,heavy,Android,Direct,1,1,1,0,0,none,0
100314,2026-08-03,before,new,Android,Google,1,1,1,1,1,none,5559
100315,2026-08-03,before,light,iOS,X,1,1,1,0,0,none,0
100316,2026-08-03,before,new,iOS,Instagram,1,0,0,0,0,none,0
100317,2026-08-03,before,new,iOS,X,1,1,1,1,1,none,4028
100318,2026-08-03,before,new,Android,Direct,1,0,0,0,0,none,0
100319,2026-08-03,before,new,Android,X,1,1,0,0,0,none,0
100320,2026-08-03,before,light,iOS,Instagram,1,1,1,1,1,none,7304
100321,2026-08-03,before,heavy,iOS,Google,1,0,0,0,0,none,0
100322,2026-08-03,before,light,PC,Google,1,1,1,0,0,none,0
100323,2026-08-03,before,light,iOS,Direct,1,1,0,0,0,none,0
100324,2026-08-03,before,light,iOS,Google,1,1,0,0,0,none,0
100325,2026-08-03,before,new,PC,Instagram,1,1,0,0,0,none,0
100326,2026-08-03,before,heavy,iOS,Instagram,1,1,1,1,1,none,6400
100327,2026-08-03,before,light,Android,Google,1,1,1,0,0,none,0
100328,2026-08-03,before,light,PC,Instagram,1,0,0,0,0,none,0
100329,2026-08-03,before,heavy,iOS,Direct,1,1,0,0,0,none,0
100330,2026-08-03,before,new,iOS,Google,1,1,1,0,0,none,0
100331,2026-08-03,before,new,PC,Instagram,1,1,1,1,1,none,3669
100332,2026-08-03,before,light,iOS,Instagram,1,1,1,1,1,none,9044
100333,2026-08-03,before,light,Android,Google,1,1,1,1,1,none,5768
100334,2026-08-03,before,new,iOS,Instagram,1,1,0,0,0,none,0
100335,2026-08-03,before,new,PC,Direct,1,1,1,1,1,none,3100
100336,2026-08-03,before,light,iOS,Instagram,1,1,1,0,0,none,0
100337,2026-08-03,before,new,Android,Google,1,0,0,0,0,none,0
100338,2026-08-03,before,new,PC,X,1,1,0,0,0,none,0
100339,2026-08-03,before,new,iOS,Instagram,1,1,0,0,0,none,0
100340,2026-08-03,before,new,PC,Direct,1,1,1,0,0,none,0
100341,2026-08-03,before,new,iOS,X,1,0,0,0,0,none,0
100342,2026-08-03,before,light,Android,Instagram,1,1,0,0,0,none,0
100343,2026-08-03,before,light,Android,Instagram,1,1,1,1,1,none,5936
100344,2026-08-03,before,new,Android,Google,1,1,1,1,1,none,1737
100345,2026-08-03,before,light,Android,Instagram,1,1,0,0,0,none,0
100346,2026-08-03,before,new,PC,X,1,1,0,0,0,none,0
100347,2026-08-03,before,new,iOS,Instagram,1,1,1,0,0,none,0
100348,2026-08-03,before,light,Android,X,1,1,1,1,0,none,0
100349,2026-08-03,before,new,iOS,Google,1,1,1,1,1,none,4493
100350,2026-08-03,before,light,iOS,X,1,1,0,0,0,none,0
100351,2026-08-03,before,new,iOS,Direct,1,1,1,1,1,none,3819
100352,2026-08-03,before,light,iOS,Google,1,0,0,0,0,none,0
100353,2026-08-03,before,light,iOS,Direct,1,0,0,0,0,none,0
100354,2026-08-03,before,new,Android,Google,1,1,1,1,1,none,2997
100355,2026-08-03,before,heavy,iOS,Instagram,1,0,0,0,0,none,0
100356,2026-08-03,before,new,iOS,Direct,1,1,1,1,1,none,3509
100357,2026-08-03,before,light,iOS,Google,1,1,0,0,0,none,0
100358,2026-08-03,before,new,iOS,Instagram,1,1,1,1,1,none,4569
100359,2026-08-03,before,new,PC,Google,1,1,1,0,0,none,0
100360,2026-08-03,before,new,iOS,Direct,1,0,0,0,0,none,0
100361,2026-08-04,before,light,Android,Google,1,1,0,0,0,none,0
100362,2026-08-04,before,new,PC,Direct,1,1,0,0,0,none,0
100363,2026-08-04,before,new,Android,Google,1,1,0,0,0,none,0
100364,2026-08-04,before,new,iOS,Google,1,1,0,0,0,none,0
100365,2026-08-04,before,light,PC,Google,1,1,0,0,0,none,0
100366,2026-08-04,before,light,Android,Instagram,1,1,0,0,0,none,0
100367,2026-08-04,before,light,Android,Direct,1,0,0,0,0,none,0
100368,2026-08-04,before,new,Android,Instagram,1,0,0,0,0,none,0
100369,2026-08-04,before,new,Android,Direct,1,0,0,0,0,none,0
100370,2026-08-04,before,heavy,Android,Instagram,1,0,0,0,0,none,0
100371,2026-08-04,before,new,PC,Google,1,1,1,1,1,none,3775
100372,2026-08-04,before,light,Android,Instagram,1,1,1,0,0,none,0
100373,2026-08-04,before,light,iOS,Direct,1,1,0,0,0,none,0
100374,2026-08-04,before,light,Android,Instagram,1,0,0,0,0,none,0
100375,2026-08-04,before,light,iOS,X,1,0,0,0,0,none,0
100376,2026-08-04,before,light,Android,X,1,0,0,0,0,none,0
100377,2026-08-04,before,light,Android,Instagram,1,1,1,0,0,none,0
100378,2026-08-04,before,new,PC,Direct,1,0,0,0,0,none,0
100379,2026-08-04,before,new,PC,Direct,1,1,0,0,0,none,0
100380,2026-08-04,before,heavy,Android,Direct,1,1,1,1,1,none,7416
100381,2026-08-04,before,heavy,Android,Instagram,1,1,1,1,1,none,9146
100382,2026-08-04,before,new,iOS,Instagram,1,0,0,0,0,none,0
100383,2026-08-04,before,new,iOS,X,1,0,0,0,0,none,0
100384,2026-08-04,before,new,Android,Instagram,1,1,1,1,1,none,3341
100385,2026-08-04,before,light,PC,Google,1,1,1,0,0,none,0
100386,2026-08-04,before,new,iOS,Google,1,1,1,1,0,none,0
100387,2026-08-04,before,light,iOS,Direct,1,1,0,0,0,none,0
100388,2026-08-04,before,light,PC,Instagram,1,1,1,1,1,none,9826
100389,2026-08-04,before,light,Android,Direct,1,1,0,0,0,none,0
100390,2026-08-04,before,heavy,iOS,Google,1,1,0,0,0,none,0
100391,2026-08-04,before,light,iOS,Direct,1,1,1,0,0,none,0
